[2017-12-18 11:43:05,081]-[log.py]-INFO:获取网址
[2017-12-18 17:35:02,998]-[log.py]-INFO:输入密码
[2017-12-18 17:35:03,038]-[log.py]-INFO:点击登录
[2017-12-18 17:35:48,684]-[log.py]-INFO:输入用户名
[2017-12-18 17:35:48,744]-[log.py]-INFO:输入密码
[2017-12-18 17:35:48,787]-[log.py]-INFO:点击登录
[2017-12-18 17:36:38,155]-[log.py]-INFO:输入用户名
[2017-12-18 17:36:38,293]-[log.py]-INFO:输入密码
[2017-12-18 17:36:38,333]-[log.py]-INFO:点击登录
[2017-12-18 17:38:16,384]-[log.py]-INFO:输入用户名
[2017-12-18 17:38:16,473]-[log.py]-INFO:输入密码
[2017-12-18 17:38:16,511]-[log.py]-INFO:点击登录
[2017-12-18 17:38:27,087]-[log.py]-INFO:输入用户名
[2017-12-18 17:38:27,157]-[log.py]-INFO:输入密码
[2017-12-18 17:38:27,184]-[log.py]-INFO:点击登录
[2017-12-18 17:38:29,277]-[log.py]-INFO:输入用户名
[2017-12-18 17:38:29,328]-[log.py]-INFO:输入密码
[2017-12-18 17:38:29,351]-[log.py]-INFO:点击登录
[2017-12-18 17:38:31,401]-[log.py]-INFO:输入用户名
[2017-12-18 17:38:31,440]-[log.py]-INFO:输入密码
[2017-12-18 17:38:31,492]-[log.py]-INFO:点击登录
[2017-12-18 17:40:38,208]-[log.py]-INFO:输入用户名
[2017-12-18 17:40:38,267]-[log.py]-INFO:输入密码
[2017-12-18 17:40:38,301]-[log.py]-INFO:点击登录
[2017-12-18 17:40:48,896]-[log.py]-INFO:输入用户名
[2017-12-18 17:40:48,944]-[log.py]-INFO:输入密码
[2017-12-18 17:40:48,969]-[log.py]-INFO:点击登录
[2017-12-18 17:40:51,009]-[log.py]-INFO:输入用户名
[2017-12-18 17:40:51,069]-[log.py]-INFO:输入密码
[2017-12-18 17:40:51,092]-[log.py]-INFO:点击登录
[2017-12-18 17:40:53,155]-[log.py]-INFO:输入用户名
[2017-12-18 17:42:18,298]-[log.py]-INFO:输入用户名
[2017-12-18 17:42:18,386]-[log.py]-INFO:输入密码
[2017-12-18 17:42:18,424]-[log.py]-INFO:点击登录
[2017-12-18 17:43:40,587]-[log.py]-INFO:输入用户名
[2017-12-18 17:43:40,652]-[log.py]-INFO:输入密码
[2017-12-18 17:43:40,696]-[log.py]-INFO:点击登录
[2017-12-18 17:43:46,452]-[log.py]-INFO:输入用户名
[2017-12-18 17:43:46,706]-[log.py]-INFO:输入密码
[2017-12-18 17:43:46,782]-[log.py]-INFO:点击登录
[2017-12-18 17:43:46,907]-[log.py]-INFO:输入用户名
[2017-12-18 17:43:46,962]-[log.py]-INFO:输入密码
[2017-12-18 17:43:47,021]-[log.py]-INFO:点击登录
[2017-12-18 17:43:47,102]-[log.py]-INFO:输入用户名
[2017-12-18 17:43:47,138]-[log.py]-INFO:输入密码
[2017-12-18 17:43:47,171]-[log.py]-INFO:点击登录
[2017-12-18 17:53:05,385]-[log.py]-INFO:输入用户名
[2017-12-18 17:53:05,493]-[log.py]-INFO:输入密码
[2017-12-18 17:53:05,527]-[log.py]-INFO:点击登录
[2017-12-18 17:55:12,440]-[log.py]-INFO:输入用户名
[2017-12-18 17:55:12,509]-[log.py]-INFO:输入密码
[2017-12-18 17:55:12,612]-[log.py]-INFO:点击登录
[2017-12-18 17:56:06,831]-[log.py]-INFO:输入用户名
[2017-12-18 17:56:08,188]-[log.py]-INFO:输入密码
[2017-12-18 17:56:08,460]-[log.py]-INFO:点击登录
[2017-12-18 17:56:52,641]-[log.py]-INFO:输入用户名
[2017-12-18 17:56:52,704]-[log.py]-INFO:输入密码
[2017-12-18 17:56:52,749]-[log.py]-INFO:点击登录
[2017-12-18 17:56:58,135]-[log.py]-INFO:输入用户名
[2017-12-18 17:57:42,953]-[log.py]-INFO:输入用户名
[2017-12-18 17:57:43,067]-[log.py]-INFO:输入密码
[2017-12-18 17:57:43,114]-[log.py]-INFO:点击登录
[2017-12-18 17:57:48,338]-[log.py]-INFO:输入用户名
[2017-12-18 17:58:28,205]-[log.py]-INFO:输入用户名
[2017-12-18 17:58:28,388]-[log.py]-INFO:输入密码
[2017-12-18 17:58:28,436]-[log.py]-INFO:点击登录
[2017-12-18 17:59:40,832]-[log.py]-INFO:输入用户名
[2017-12-18 17:59:40,921]-[log.py]-INFO:输入密码
[2017-12-18 17:59:40,961]-[log.py]-INFO:点击登录
[2017-12-18 18:09:20,530]-[log.py]-INFO:输入用户名
[2017-12-18 18:09:20,616]-[log.py]-INFO:输入密码
[2017-12-18 18:09:20,651]-[log.py]-INFO:点击登录
[2017-12-18 18:10:10,973]-[log.py]-INFO:输入用户名
[2017-12-18 18:10:11,053]-[log.py]-INFO:输入密码
[2017-12-18 18:10:11,114]-[log.py]-INFO:点击登录
[2017-12-18 18:12:44,657]-[log.py]-INFO:输入用户名
[2017-12-18 18:12:44,759]-[log.py]-INFO:输入密码
[2017-12-18 18:12:44,791]-[log.py]-INFO:点击登录
[2017-12-18 18:18:17,952]-[log.py]-INFO:输入用户名
[2017-12-18 18:18:18,056]-[log.py]-INFO:输入密码
[2017-12-18 18:18:18,096]-[log.py]-INFO:点击登录
[2017-12-18 18:18:49,862]-[log.py]-INFO:输入用户名
[2017-12-18 18:18:49,960]-[log.py]-INFO:输入密码
[2017-12-18 18:18:50,006]-[log.py]-INFO:点击登录
[2017-12-18 18:23:16,374]-[log.py]-INFO:输入用户名
[2017-12-18 18:23:16,586]-[log.py]-INFO:输入密码
[2017-12-18 18:23:16,626]-[log.py]-INFO:点击登录
[2017-12-18 19:36:58,952]-[log.py]-INFO:输入用户名
[2017-12-18 19:36:59,034]-[log.py]-INFO:输入密码
[2017-12-18 19:36:59,073]-[log.py]-INFO:点击登录
[2017-12-18 19:37:43,207]-[log.py]-INFO:输入用户名
[2017-12-18 19:37:43,330]-[log.py]-INFO:输入密码
[2017-12-18 19:37:43,368]-[log.py]-INFO:点击登录
[2017-12-18 19:39:21,270]-[log.py]-INFO:输入用户名
[2017-12-18 19:39:21,349]-[log.py]-INFO:输入密码
[2017-12-18 19:39:21,383]-[log.py]-INFO:点击登录
[2017-12-18 19:41:47,128]-[log.py]-INFO:输入用户名
[2017-12-18 19:41:47,221]-[log.py]-INFO:输入密码
[2017-12-18 19:41:47,272]-[log.py]-INFO:点击登录
[2017-12-18 19:43:15,000]-[log.py]-INFO:输入用户名
[2017-12-18 19:43:15,086]-[log.py]-INFO:输入密码
[2017-12-18 19:43:15,125]-[log.py]-INFO:点击登录
[2017-12-18 19:45:45,470]-[log.py]-INFO:输入用户名
[2017-12-18 19:45:45,538]-[log.py]-INFO:输入密码
[2017-12-18 19:45:45,574]-[log.py]-INFO:点击登录
[2017-12-18 19:51:52,039]-[log.py]-INFO:输入用户名
[2017-12-18 19:51:52,080]-[log.py]-INFO:输入密码
[2017-12-18 19:51:52,110]-[log.py]-INFO:点击登录
[2017-12-18 19:52:48,157]-[log.py]-INFO:输入用户名
[2017-12-18 19:52:48,199]-[log.py]-INFO:输入密码
[2017-12-18 19:52:48,241]-[log.py]-INFO:点击登录
[2017-12-18 19:54:15,776]-[log.py]-INFO:输入用户名
[2017-12-18 19:54:15,816]-[log.py]-INFO:输入密码
[2017-12-18 19:54:15,845]-[log.py]-INFO:点击登录
[2017-12-18 19:56:12,210]-[log.py]-INFO:输入用户名
[2017-12-18 19:57:51,092]-[log.py]-INFO:输入用户名
[2017-12-18 19:57:51,166]-[log.py]-INFO:输入密码
[2017-12-18 19:57:51,197]-[log.py]-INFO:点击登录
[2017-12-18 19:58:44,895]-[log.py]-INFO:输入用户名
[2017-12-18 19:58:44,932]-[log.py]-INFO:输入密码
[2017-12-18 19:58:44,962]-[log.py]-INFO:点击登录
[2017-12-18 20:12:33,665]-[log.py]-INFO:输入用户名
[2017-12-18 20:12:33,748]-[log.py]-INFO:输入密码
[2017-12-18 20:12:33,775]-[log.py]-INFO:点击登录
[2017-12-18 20:12:54,302]-[log.py]-INFO:输入用户名
[2017-12-18 20:12:54,333]-[log.py]-INFO:输入密码
[2017-12-18 20:12:54,364]-[log.py]-INFO:点击登录
[2017-12-18 20:14:48,625]-[log.py]-INFO:输入用户名
[2017-12-18 20:14:48,688]-[log.py]-INFO:输入密码
[2017-12-18 20:14:48,719]-[log.py]-INFO:点击登录
[2017-12-18 20:15:12,157]-[log.py]-INFO:输入用户名
[2017-12-18 20:15:12,173]-[log.py]-INFO:输入密码
[2017-12-18 20:15:12,204]-[log.py]-INFO:点击登录
[2017-12-18 20:16:48,330]-[log.py]-INFO:输入用户名
[2017-12-18 20:16:48,403]-[log.py]-INFO:输入密码
[2017-12-18 20:16:48,449]-[log.py]-INFO:点击登录
[2017-12-18 20:17:16,437]-[log.py]-INFO:输入用户名
[2017-12-18 20:17:16,579]-[log.py]-INFO:输入密码
[2017-12-18 20:17:16,619]-[log.py]-INFO:点击登录
[2017-12-18 20:17:32,122]-[log.py]-INFO:输入用户名
[2017-12-18 20:17:32,153]-[log.py]-INFO:输入密码
[2017-12-18 20:17:32,184]-[log.py]-INFO:点击登录
[2017-12-18 20:17:40,249]-[log.py]-INFO:输入用户名
[2017-12-18 20:17:40,296]-[log.py]-INFO:输入密码
[2017-12-18 20:17:40,327]-[log.py]-INFO:点击登录
[2017-12-18 20:17:48,392]-[log.py]-INFO:输入用户名
[2017-12-18 20:18:43,024]-[log.py]-INFO:输入用户名
[2017-12-18 20:18:43,097]-[log.py]-INFO:输入密码
[2017-12-18 20:18:43,156]-[log.py]-INFO:点击登录
[2017-12-18 20:18:58,988]-[log.py]-INFO:输入用户名
[2017-12-18 20:18:59,066]-[log.py]-INFO:输入密码
[2017-12-18 20:18:59,097]-[log.py]-INFO:点击登录
[2017-12-18 20:19:07,165]-[log.py]-INFO:输入用户名
[2017-12-18 20:19:07,227]-[log.py]-INFO:输入密码
[2017-12-18 20:19:07,274]-[log.py]-INFO:点击登录
[2017-12-18 20:19:15,324]-[log.py]-INFO:输入用户名
[2017-12-18 20:19:15,386]-[log.py]-INFO:输入密码
[2017-12-18 20:19:15,433]-[log.py]-INFO:点击登录
[2017-12-18 20:20:11,770]-[log.py]-INFO:输入用户名
[2017-12-18 20:20:11,835]-[log.py]-INFO:输入密码
[2017-12-18 20:20:11,898]-[log.py]-INFO:点击登录
[2017-12-18 20:20:28,045]-[log.py]-INFO:输入用户名
[2017-12-18 20:20:28,107]-[log.py]-INFO:输入密码
[2017-12-18 20:20:28,138]-[log.py]-INFO:点击登录
[2017-12-18 20:20:36,204]-[log.py]-INFO:输入用户名
[2017-12-18 20:20:36,266]-[log.py]-INFO:输入密码
[2017-12-18 20:20:36,313]-[log.py]-INFO:点击登录
[2017-12-18 20:20:44,362]-[log.py]-INFO:输入用户名
[2017-12-18 20:20:44,409]-[log.py]-INFO:输入密码
[2017-12-18 20:20:44,456]-[log.py]-INFO:点击登录
[2017-12-18 20:23:53,301]-[log.py]-INFO:输入用户名
[2017-12-18 20:23:53,386]-[log.py]-INFO:输入密码
[2017-12-18 20:23:53,435]-[log.py]-INFO:点击登录
[2017-12-18 20:24:08,863]-[log.py]-INFO:输入用户名
[2017-12-18 20:24:08,941]-[log.py]-INFO:输入密码
[2017-12-18 20:24:08,988]-[log.py]-INFO:点击登录
[2017-12-18 20:24:17,058]-[log.py]-INFO:输入用户名
[2017-12-18 20:24:17,120]-[log.py]-INFO:输入密码
[2017-12-18 20:24:17,167]-[log.py]-INFO:点击登录
[2017-12-18 20:25:14,333]-[log.py]-INFO:输入用户名
[2017-12-18 20:25:14,406]-[log.py]-INFO:输入密码
[2017-12-18 20:25:14,450]-[log.py]-INFO:点击登录
[2017-12-18 20:25:29,752]-[log.py]-INFO:输入用户名
[2017-12-18 20:25:29,830]-[log.py]-INFO:输入密码
[2017-12-18 20:25:29,862]-[log.py]-INFO:点击登录
[2017-12-18 20:25:37,927]-[log.py]-INFO:输入用户名
[2017-12-18 20:25:38,005]-[log.py]-INFO:输入密码
[2017-12-18 20:25:38,036]-[log.py]-INFO:点击登录
[2017-12-18 20:26:33,297]-[log.py]-INFO:输入用户名
[2017-12-18 20:26:33,359]-[log.py]-INFO:输入密码
[2017-12-18 20:26:33,405]-[log.py]-INFO:点击登录
[2017-12-18 20:26:49,052]-[log.py]-INFO:输入用户名
[2017-12-18 20:26:49,083]-[log.py]-INFO:输入密码
[2017-12-18 20:26:49,145]-[log.py]-INFO:点击登录
[2017-12-18 20:26:57,210]-[log.py]-INFO:输入用户名
[2017-12-18 20:26:57,273]-[log.py]-INFO:输入密码
[2017-12-18 20:26:57,304]-[log.py]-INFO:点击登录
[2017-12-18 20:27:10,392]-[log.py]-INFO:输入用户名
[2017-12-18 20:27:10,439]-[log.py]-INFO:输入密码
[2017-12-18 20:27:10,470]-[log.py]-INFO:点击登录
[2017-12-18 20:27:23,684]-[log.py]-INFO:输入用户名
[2017-12-18 20:27:23,762]-[log.py]-INFO:输入密码
[2017-12-18 20:27:23,793]-[log.py]-INFO:点击登录
[2017-12-18 20:28:47,905]-[log.py]-INFO:输入用户名
[2017-12-18 20:28:47,983]-[log.py]-INFO:输入密码
[2017-12-18 20:28:48,026]-[log.py]-INFO:点击登录
[2017-12-18 20:29:03,514]-[log.py]-INFO:输入用户名
[2017-12-18 20:29:03,576]-[log.py]-INFO:输入密码
[2017-12-18 20:29:03,623]-[log.py]-INFO:点击登录
[2017-12-18 20:29:11,672]-[log.py]-INFO:输入用户名
[2017-12-18 20:29:11,735]-[log.py]-INFO:输入密码
[2017-12-18 20:29:11,766]-[log.py]-INFO:点击登录
[2017-12-18 20:29:24,901]-[log.py]-INFO:输入用户名
[2017-12-18 20:29:24,948]-[log.py]-INFO:输入密码
[2017-12-18 20:29:24,995]-[log.py]-INFO:点击登录
[2017-12-18 20:29:38,177]-[log.py]-INFO:输入用户名
[2017-12-18 20:29:38,224]-[log.py]-INFO:输入密码
[2017-12-18 20:29:38,255]-[log.py]-INFO:点击登录
[2017-12-18 20:31:26,966]-[log.py]-INFO:输入用户名
[2017-12-18 20:31:27,060]-[log.py]-INFO:输入密码
[2017-12-18 20:31:27,107]-[log.py]-INFO:点击登录
[2017-12-18 20:33:41,425]-[log.py]-INFO:输入用户名
[2017-12-18 20:33:41,459]-[log.py]-INFO:输入密码
[2017-12-18 20:33:41,500]-[log.py]-INFO:点击登录
[2017-12-18 20:33:56,879]-[log.py]-INFO:输入用户名
[2017-12-18 20:33:56,941]-[log.py]-INFO:输入密码
[2017-12-18 20:33:56,988]-[log.py]-INFO:点击登录
[2017-12-18 20:34:05,038]-[log.py]-INFO:输入用户名
[2017-12-18 20:34:05,100]-[log.py]-INFO:输入密码
[2017-12-18 20:34:05,131]-[log.py]-INFO:点击登录
[2017-12-18 20:34:18,251]-[log.py]-INFO:输入用户名
[2017-12-18 20:34:18,329]-[log.py]-INFO:输入密码
[2017-12-18 20:34:18,376]-[log.py]-INFO:点击登录
[2017-12-18 20:35:21,570]-[log.py]-INFO:输入用户名
[2017-12-18 20:35:21,622]-[log.py]-INFO:输入密码
[2017-12-18 20:35:21,666]-[log.py]-INFO:点击登录
[2017-12-18 20:35:37,020]-[log.py]-INFO:输入用户名
[2017-12-18 20:35:37,083]-[log.py]-INFO:输入密码
[2017-12-18 20:35:37,129]-[log.py]-INFO:点击登录
[2017-12-18 20:35:45,179]-[log.py]-INFO:输入用户名
[2017-12-18 20:35:45,241]-[log.py]-INFO:输入密码
[2017-12-18 20:35:45,273]-[log.py]-INFO:点击登录
[2017-12-18 20:35:58,392]-[log.py]-INFO:输入用户名
[2017-12-18 20:35:58,455]-[log.py]-INFO:输入密码
[2017-12-18 20:35:58,501]-[log.py]-INFO:点击登录
[2017-12-18 20:36:11,699]-[log.py]-INFO:输入用户名
[2017-12-18 20:36:11,746]-[log.py]-INFO:输入密码
[2017-12-18 20:36:11,793]-[log.py]-INFO:点击登录
[2017-12-18 20:37:42,162]-[log.py]-INFO:输入用户名
[2017-12-18 20:37:42,207]-[log.py]-INFO:输入密码
[2017-12-18 20:37:42,251]-[log.py]-INFO:点击登录
[2017-12-18 20:37:57,567]-[log.py]-INFO:输入用户名
[2017-12-18 20:37:57,645]-[log.py]-INFO:输入密码
[2017-12-18 20:37:57,676]-[log.py]-INFO:点击登录
[2017-12-18 20:38:05,741]-[log.py]-INFO:输入用户名
[2017-12-18 20:38:05,819]-[log.py]-INFO:输入密码
[2017-12-18 20:38:05,850]-[log.py]-INFO:点击登录
[2017-12-18 20:38:18,954]-[log.py]-INFO:输入用户名
[2017-12-18 20:38:19,001]-[log.py]-INFO:输入密码
[2017-12-18 20:38:19,048]-[log.py]-INFO:点击登录
[2017-12-18 20:38:32,232]-[log.py]-INFO:输入用户名
[2017-12-18 20:38:32,263]-[log.py]-INFO:输入密码
[2017-12-18 20:38:32,310]-[log.py]-INFO:点击登录
[2017-12-18 20:40:34,252]-[log.py]-INFO:输入用户名
[2017-12-18 20:40:34,332]-[log.py]-INFO:输入密码
[2017-12-18 20:40:34,378]-[log.py]-INFO:点击登录
[2017-12-18 20:42:22,550]-[log.py]-INFO:输入用户名
[2017-12-18 20:42:22,588]-[log.py]-INFO:输入密码
[2017-12-18 20:42:22,632]-[log.py]-INFO:点击登录
[2017-12-18 20:42:37,933]-[log.py]-INFO:输入用户名
[2017-12-18 20:42:38,027]-[log.py]-INFO:输入密码
[2017-12-18 20:42:38,073]-[log.py]-INFO:点击登录
[2017-12-18 20:42:46,123]-[log.py]-INFO:输入用户名
[2017-12-18 20:42:46,170]-[log.py]-INFO:输入密码
[2017-12-18 20:42:46,217]-[log.py]-INFO:点击登录
[2017-12-18 20:42:59,336]-[log.py]-INFO:输入用户名
[2017-12-18 20:42:59,383]-[log.py]-INFO:输入密码
[2017-12-18 20:42:59,414]-[log.py]-INFO:点击登录
[2017-12-18 20:43:12,644]-[log.py]-INFO:输入用户名
[2017-12-18 20:43:12,706]-[log.py]-INFO:输入密码
[2017-12-18 20:43:12,753]-[log.py]-INFO:点击登录
[2017-12-18 21:21:54,037]-[log.py]-INFO:点击客服设置
[2017-12-18 21:21:54,799]-[log.py]-INFO:进入iframe
[2017-12-18 21:21:55,885]-[log.py]-INFO:点击对话设置
